Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
Pordenone,Perugia,0-1,https://www.besoccer.com/match/pordenone/perugia/202295855,2022,3,serie_b,20,12,2,0,1,14,0,0,0,2,0,2,0.0,0,0,2,0,2,5,6,2,0,0,2,0,5.4,2,0,0,2,0,0.0,5.4,,
Cittadella,Vicenza ,1-0,https://www.besoccer.com/match/as-cittadella/vicenza-calcio/202295848,2022,3,serie_b,20,12,0,1,0,3,6,2,0,0,2,0,5.4,2,0,0,2,0,18,0,0,0,2,0,2,0.0,0,0,2,0,2,5.4,0.0,,
Reggina,AC Monza,0-0,https://www.besoccer.com/match/reggina/ac-monza-brianza-1912/202295851,2022,3,serie_b,20,12,1,0,0,12,2,0,2,0,0,0,1.8,0,2,0,0,0,10,2,0,2,0,0,0,1.8,0,2,0,0,0,1.8,1.8,,
Ternana Calcio,Brescia,0-2,https://www.besoccer.com/match/ternana-calcio/brescia/202295856,2022,3,serie_b,20,12,2,0,2,17,0,0,0,2,0,4,0.0,0,0,2,0,4,6,6,2,0,0,4,0,5.4,2,0,0,4,0,0.0,5.4,,
Crotone,Como,2-2,https://www.besoccer.com/match/fc-crotone/como/202295849,2022,3,serie_b,20,12,1,2,2,8,2,0,2,0,4,4,1.8,0,2,0,4,4,11,2,0,2,0,4,4,1.8,0,2,0,4,4,1.8,1.8,,
Pisa,SPAL,1-0,https://www.besoccer.com/match/pisa-calcio/spal-1907/202295850,2022,3,serie_b,20,12,0,1,0,4,6,2,0,0,2,0,5.4,2,0,0,2,0,20,0,0,0,2,0,2,0.0,0,0,2,0,2,5.4,0.0,,
Benevento,US Alessandria,4-3,https://www.besoccer.com/match/benevento-calcio/us-alessandria-1912/202295852,2022,3,serie_b,20,12,0,4,3,2,6,2,0,0,8,6,5.4,2,0,0,8,6,16,0,0,0,2,6,8,0.0,0,0,2,6,8,5.4,0.0,,
Cremonese,Lecce,3-0,https://www.besoccer.com/match/us-cremonese/lecce/202295853,2022,3,serie_b,20,12,0,3,0,7,6,2,0,0,6,0,5.4,2,0,0,6,0,15,0,0,0,2,0,6,0.0,0,0,2,0,6,5.4,0.0,,
Ascoli,Nuova Cosenza,1-0,https://www.besoccer.com/match/ascoli/nuova-cosenza/2022148660,2022,3,serie_b,20,12,0,1,0,1,6,2,0,0,2,0,5.4,2,0,0,2,0,19,0,0,0,2,0,2,0.0,0,0,2,0,2,5.4,0.0,,
Frosinone,Parma,2-2,https://www.besoccer.com/match/frosinone-calcio/parma-fc/202295854,2022,4,serie_b,20,12,1,2,2,8,3,0,3,0,6,6,2.4,0,3,0,6,6,12,3,0,3,0,6,6,2.4,0,3,0,6,6,2.4,2.4,,
Pordenone,Perugia,0-1,https://www.besoccer.com/match/pordenone/perugia/202295855,2022,4,serie_b,20,12,2,0,1,14,0,0,0,3,0,3,0.0,0,0,3,0,3,5,9,3,0,0,3,0,7.2,3,0,0,3,0,0.0,7.2,,
Cittadella,Vicenza ,1-0,https://www.besoccer.com/match/as-cittadella/vicenza-calcio/202295848,2022,4,serie_b,20,12,0,1,0,3,9,3,0,0,3,0,7.2,3,0,0,3,0,18,0,0,0,3,0,3,0.0,0,0,3,0,3,7.2,0.0,,
Reggina,AC Monza,0-0,https://www.besoccer.com/match/reggina/ac-monza-brianza-1912/202295851,2022,4,serie_b,20,12,1,0,0,9,3,0,3,0,0,0,2.4,0,3,0,0,0,11,3,0,3,0,0,0,2.4,0,3,0,0,0,2.4,2.4,,
Ternana Calcio,Brescia,0-2,https://www.besoccer.com/match/ternana-calcio/brescia/202295856,2022,4,serie_b,20,12,2,0,2,17,0,0,0,3,0,6,0.0,0,0,3,0,6,6,9,3,0,0,6,0,7.2,3,0,0,6,0,0.0,7.2,,
Crotone,Como,2-2,https://www.besoccer.com/match/fc-crotone/como/202295849,2022,4,serie_b,20,12,1,2,2,13,3,0,3,0,6,6,2.4,0,3,0,6,6,10,3,0,3,0,6,6,2.4,0,3,0,6,6,2.4,2.4,,
Pisa,SPAL,1-0,https://www.besoccer.com/match/pisa-calcio/spal-1907/202295850,2022,4,serie_b,20,12,0,1,0,4,9,3,0,0,3,0,7.2,3,0,0,3,0,20,0,0,0,3,0,3,0.0,0,0,3,0,3,7.2,0.0,,
Benevento,US Alessandria,4-3,https://www.besoccer.com/match/benevento-calcio/us-alessandria-1912/202295852,2022,4,serie_b,20,12,0,4,3,2,9,3,0,0,12,9,7.2,3,0,0,12,9,16,0,0,0,3,9,12,0.0,0,0,3,9,12,7.2,0.0,,
Cremonese,Lecce,3-0,https://www.besoccer.com/match/us-cremonese/lecce/202295853,2022,4,serie_b,20,12,0,3,0,7,9,3,0,0,9,0,7.2,3,0,0,9,0,15,0,0,0,3,0,9,0.0,0,0,3,0,9,7.2,0.0,,
Ascoli,Nuova Cosenza,1-0,https://www.besoccer.com/match/ascoli/nuova-cosenza/2022148660,2022,4,serie_b,20,12,0,1,0,1,9,3,0,0,3,0,7.2,3,0,0,3,0,19,0,0,0,3,0,3,0.0,0,0,3,0,3,7.2,0.0,,
Frosinone,Parma,2-2,https://www.besoccer.com/match/frosinone-calcio/parma-fc/202295854,2022,5,serie_b,20,12,1,2,2,13,4,0,4,0,8,8,2.8,0,4,0,8,8,9,4,0,4,0,8,8,2.8,0,4,0,8,8,2.8,2.8,,
Pordenone,Perugia,0-1,https://www.besoccer.com/match/pordenone/perugia/202295855,2022,5,serie_b,20,12,2,0,1,14,0,0,0,4,0,4,0.0,0,0,4,0,4,5,12,4,0,0,4,0,8.4,4,0,0,4,0,0.0,8.4,,
Cittadella,Vicenza ,1-0,https://www.besoccer.com/match/as-cittadella/vicenza-calcio/202295848,2022,5,serie_b,20,12,0,1,0,3,12,4,0,0,4,0,8.4,4,0,0,4,0,18,0,0,0,4,0,4,0.0,0,0,4,0,4,8.4,0.0,,
Reggina,AC Monza,0-0,https://www.besoccer.com/match/reggina/ac-monza-brianza-1912/202295851,2022,5,serie_b,20,12,1,0,0,12,4,0,4,0,0,0,2.8,0,4,0,0,0,10,4,0,4,0,0,0,2.8,0,4,0,0,0,2.8,2.8,,
Ternana Calcio,Brescia,0-2,https://www.besoccer.com/match/ternana-calcio/brescia/202295856,2022,5,serie_b,20,12,2,0,2,17,0,0,0,4,0,8,0.0,0,0,4,0,8,6,12,4,0,0,8,0,8.4,4,0,0,8,0,0.0,8.4,,
Crotone,Como,2-2,https://www.besoccer.com/match/fc-crotone/como/202295849,2022,5,serie_b,20,12,1,2,2,8,4,0,4,0,8,8,2.8,0,4,0,8,8,11,4,0,4,0,8,8,2.8,0,4,0,8,8,2.8,2.8,,
Pisa,SPAL,1-0,https://www.besoccer.com/match/pisa-calcio/spal-1907/202295850,2022,5,serie_b,20,12,0,1,0,4,12,4,0,0,4,0,8.4,4,0,0,4,0,20,0,0,0,4,0,4,0.0,0,0,4,0,4,8.4,0.0,,
Benevento,US Alessandria,4-3,https://www.besoccer.com/match/benevento-calcio/us-alessandria-1912/202295852,2022,5,serie_b,20,12,0,4,3,2,12,4,0,0,16,12,8.4,4,0,0,16,12,16,0,0,0,4,12,16,0.0,0,0,4,12,16,8.4,0.0,,
Cremonese,Lecce,3-0,https://www.besoccer.com/match/us-cremonese/lecce/202295853,2022,5,serie_b,20,12,0,3,0,7,12,4,0,0,12,0,8.4,4,0,0,12,0,15,0,0,0,4,0,12,0.0,0,0,4,0,12,8.4,0.0,,
Ascoli,Nuova Cosenza,1-0,https://www.besoccer.com/match/ascoli/nuova-cosenza/2022148660,2022,5,serie_b,20,12,0,1,0,1,12,4,0,0,4,0,8.4,4,0,0,4,0,19,0,0,0,4,0,4,0.0,0,0,4,0,4,8.4,0.0,,
Frosinone,Parma,2-2,https://www.besoccer.com/match/frosinone-calcio/parma-fc/202295854,2022,6,serie_b,20,12,1,2,2,8,5,0,5,0,10,10,3.0,0,5,0,10,10,12,5,0,5,0,10,10,3.0,0,5,0,10,10,3.0,3.0,,
Pordenone,Perugia,0-1,https://www.besoccer.com/match/pordenone/perugia/202295855,2022,6,serie_b,20,12,2,0,1,14,0,0,0,5,0,5,0.0,0,0,5,0,5,5,15,5,0,0,5,0,9.0,5,0,0,5,0,0.0,9.0,,
Cittadella,Vicenza ,1-0,https://www.besoccer.com/match/as-cittadella/vicenza-calcio/202295848,2022,6,serie_b,20,12,0,1,0,3,15,5,0,0,5,0,9.0,5,0,0,5,0,18,0,0,0,5,0,5,0.0,0,0,5,0,5,9.0,0.0,,
Reggina,AC Monza,0-0,https://www.besoccer.com/match/reggina/ac-monza-brianza-1912/202295851,2022,6,serie_b,20,12,1,0,0,9,5,0,5,0,0,0,3.0,0,5,0,0,0,11,5,0,5,0,0,0,3.0,0,5,0,0,0,3.0,3.0,,
Ternana Calcio,Brescia,0-2,https://www.besoccer.com/match/ternana-calcio/brescia/202295856,2022,6,serie_b,20,12,2,0,2,17,0,0,0,5,0,10,0.0,0,0,5,0,10,6,15,5,0,0,10,0,9.0,5,0,0,10,0,0.0,9.0,,
Crotone,Como,2-2,https://www.besoccer.com/match/fc-crotone/como/202295849,2022,6,serie_b,20,12,1,2,2,13,5,0,5,0,10,10,3.0,0,5,0,10,10,10,5,0,5,0,10,10,3.0,0,5,0,10,10,3.0,3.0,,
Pisa,SPAL,1-0,https://www.besoccer.com/match/pisa-calcio/spal-1907/202295850,2022,6,serie_b,20,12,0,1,0,4,15,5,0,0,5,0,9.0,5,0,0,5,0,20,0,0,0,5,0,5,0.0,0,0,5,0,5,9.0,0.0,,
Benevento,US Alessandria,4-3,https://www.besoccer.com/match/benevento-calcio/us-alessandria-1912/202295852,2022,6,serie_b,20,12,0,4,3,2,15,5,0,0,20,15,9.0,5,0,0,20,15,16,0,0,0,5,15,20,0.0,0,0,5,15,20,9.0,0.0,,
Cremonese,Lecce,3-0,https://www.besoccer.com/match/us-cremonese/lecce/202295853,2022,6,serie_b,20,12,0,3,0,7,15,5,0,0,15,0,9.0,5,0,0,15,0,15,0,0,0,5,0,15,0.0,0,0,5,0,15,9.0,0.0,,
Ascoli,Nuova Cosenza,1-0,https://www.besoccer.com/match/ascoli/nuova-cosenza/2022148660,2022,6,serie_b,20,12,0,1,0,1,15,5,0,0,5,0,9.0,5,0,0,5,0,19,0,0,0,5,0,5,0.0,0,0,5,0,5,9.0,0.0,,
Frosinone,Parma,2-2,https://www.besoccer.com/match/frosinone-calcio/parma-fc/202295854,2022,7,serie_b,20,12,1,2,2,13,6,0,6,0,12,12,3.0,0,6,0,12,12,9,6,0,6,0,12,12,3.0,0,6,0,12,12,3.0,3.0,,
Pordenone,Perugia,0-1,https://www.besoccer.com/match/pordenone/perugia/202295855,2022,7,serie_b,20,12,2,0,1,14,0,0,0,6,0,6,0.0,0,0,6,0,6,5,18,6,0,0,6,0,9.0,6,0,0,6,0,0.0,9.0,,
Cittadella,Vicenza ,1-0,https://www.besoccer.com/match/as-cittadella/vicenza-calcio/202295848,2022,7,serie_b,20,12,0,1,0,3,18,6,0,0,6,0,9.0,6,0,0,6,0,18,0,0,0,6,0,6,0.0,0,0,6,0,6,9.0,0.0,,
Reggina,AC Monza,0-0,https://www.besoccer.com/match/reggina/ac-monza-brianza-1912/202295851,2022,7,serie_b,20,12,1,0,0,12,6,0,6,0,0,0,3.0,0,6,0,0,0,10,6,0,6,0,0,0,3.0,0,6,0,0,0,3.0,3.0,,
Ternana Calcio,Brescia,0-2,https://www.besoccer.com/match/ternana-calcio/brescia/202295856,2022,7,serie_b,20,12,2,0,2,17,0,0,0,6,0,12,0.0,0,0,6,0,12,6,18,6,0,0,12,0,9.0,6,0,0,12,0,0.0,9.0,,
